ch_name,weight,x,y,z,name,sub_name,WMvsGM,LvsR,Anat,Desikan_Killiany,fsaverageINF_coord_1,fsaverageINF_coord_2,fsaverageINF_coord_3,ScannerNativeRAS_coord_1,ScannerNativeRAS_coord_2,ScannerNativeRAS_coord_3,MGRID_coord_1,MGRID_coord_2,MGRID_coord_3,subINF_coord_1,subINF_coord_2,subINF_coord_3
sub-06 LRMD1,0.09286676747947578,4.837585799,-15.89734333,5.009301982,LRMD1,sub-06 LRMD1,WM,L,Thalamus,Right-Thalamus-Proper,38.08291626,5.549025059,-18.21970367,7.624160767,14.05459595,9.891479492,126.0,133.0,143.25,46.19356537,6.640882969,-19.35362244
sub-08 RpTh10,-0.0927940553010957,42.62694794,-36.09357131,16.15250994,RpTh10,sub-08 RpTh10,GM,R,Supramarginal Gyrus,supramarginal,31.02059174,-9.905706406,-2.080667496,38.2196579,-18.02050781,-11.26753998,88.0,137.5,168.0,33.00973892,-25.4629097,-5.61249733
sub-06 LaIN1,-0.092773743948494,-41.51566983,7.64018154,-6.802692393,LaIN1,sub-06 LaIN1,GM,L,Insula,insula,-9.439343452,44.21007538,-38.47495651,-33.87583923,38.67959595,8.141479492,167.5,134.75,118.625,-3.197628975,41.15637589,-21.66926193
sub-08 RAMY5,-0.09275822919176768,32.21092994,-7.178415311,-23.24251806,RAMY5,sub-08 RAMY5,WM,R,Hippocampus,Right-Hippocampus,0.205953538,27.38376808,-58.84187317,29.2196579,24.97949219,-30.76753998,97.0,157.0,125.0,-5.09158659,40.08947372,-41.77476501
sub-06 RPHG6,0.0926170150130272,43.78138299,-44.20912418,-7.234387294,RPHG6,sub-06 RPHG6,WM,R,Cerebral WM,Right-Cerebral-White-Matter,-2.351476669,-37.43452454,-44.98476791,40.95746077,-8.362404053,-9.108520508,92.6667,152.0,165.667,18.87923431,-36.63235092,-64.16795349
sub-02 LPHG9,0.09258203317181884,-63.05636347,-30.81290565,-14.69960793,LPHG9,sub-02 LPHG9,GM,L,Middle Temporal Gyrus (MTG),middletemporal,-41.2287674,-22.17641258,-40.4629097,-60.83115524,-8.696665665,-82.26847983,187.6429,158.6429,152.0,-41.13386154,-20.10196304,-59.17430496
sub-06 RpTh6,-0.09234440286806747,37.91074405,-26.01301408,4.320421232,RpTh6,sub-06 RpTh6,GM,R,Insula,insula,21.59124565,8.576759338,-15.54881096,37.12416077,4.804595947,4.891479492,96.5,138.0,152.5,20.96704102,2.002740383,-16.99508286
sub-05 RpIN9,0.09175434617001871,29.92832434,-32.38389624,26.21897765,RpIN9,sub-05 RpIN9,WM,R,Cerebral WM,Right-Cerebral-White-Matter,25.94863129,-5.719250202,-3.201590776,26.72575898,-21.91825377,-6.470720098,101.571,113.571,159.571,26.54699326,-11.78358459,-10.13567829
sub-02 CINS13,-0.09153225921424221,-25.1726372,-34.74996851,45.65778566,CINS13,sub-02 CINS13,GM,L,Superior Parietal Lobule,superiorparietal,28.22760773,-17.92104721,47.43021011,-28.47425525,-22.26766732,-28.91157983,155.286,105.286,165.571,-10.18557644,-46.97716904,39.46302032
sub-02 RaTh9,-0.09100499383422077,34.76238793,13.80667083,7.332838584,RaTh9,sub-02 RaTh9,GM,R,Inferior Frontal Gyrus (IFG),parsopercularis,13.1917429,43.1852951,-23.10482979,28.31174479,32.80333918,-49.62557983,98.5,126.0,110.5,17.61479378,55.57804108,-7.323940277
sub-05 LOFC1,0.0909862374830165,-9.85807965,28.11039844,-26.74416533,LOFC1,sub-05 LOFC1,GM,L,Lateral Orbitofrontal Cortex,lateralorbitofrontal,16.44932747,66.8999939,-50.97712708,-9.560238853,41.22414594,-21.4707192,137.857,128.571,96.4286,29.17538643,87.69461823,-8.234118462
sub-06 RmCC10,-0.09093784729244163,11.3943638,-8.229069585,33.31403373,RmCC10,sub-06 RmCC10,GM,R,Posterior Cingulate Cortex,posteriorcingulate,-36.03556442,10.99615765,21.02666855,15.37416077,13.30459595,34.89147949,118.25,108.0,144.0,-36.67315674,-0.792567253,34.93629074
sub-05 LvPH6,0.09053033763118198,-27.51269299,-50.36407054,24.8949027,LvPH6,sub-05 LvPH6,WM,L,Cerebral WM,Left-Cerebral-White-Matter,-10.05831623,-49.36128998,38.75687027,-27.2032378,-36.34725392,-9.399719924,155.5,116.5,174.0,36.69195175,-57.79368591,7.41704464
sub-05 LHip5,0.09035689891975034,-38.16297298,-38.73887387,-8.428973144,LHip5,sub-05 LHip5,WM,L,Cerebral WM,Left-Cerebral-White-Matter,9.350357056,-17.69077301,-41.43085861,-38.20323715,-16.34725422,-28.39971879,166.5,135.5,154.0,-2.863056898,-13.4451046,-51.40925598
sub-03 LpTh2,-0.09028422122718169,-16.98257257,-26.66888216,0.548659872,LpTh2,sub-03 LpTh2,WM,L,Thalamus,Left-Thalamus-Proper,19.91054153,-7.470889091,-36.89488602,-16.26732524,14.67048931,16.25250745,146.75,106.0,151.0,19.11102676,-5.721437454,-44.29429626
sub-06 RHip3,0.08936261124210598,41.21461084,-33.78917271,-11.26935849,RHip3,sub-06 RHip3,WM,R,Cerebral WM,Right-Cerebral-White-Matter,-4.812849998,-12.37858105,-44.23503113,38.95746077,1.971595947,-10.10852051,94.6667,153.0,155.333,-10.87729454,-4.211044312,-47.52783966
sub-05 RMiC4,-0.08886314153065233,9.580157513,25.5639346,36.18705216,RMiC4,sub-05 RMiC4,GM,R,Superior Frontal Gyrus,superiorfrontal,-31.2603054,63.14978027,25.69481468,11.62975988,18.1527466,20.76697828,116.667,86.3333,119.5,-33.38563538,44.20413971,46.83573532
sub-06 RHip8,-0.08882849392246492,63.57735445,-50.61815878,-11.13107027,RHip8,sub-06 RHip8,GM,R,Middle Temporal Gyrus (MTG),middletemporal,36.27053452,-45.5133667,-38.08758926,58.42416077,-13.29540405,-15.10852051,75.2,158.0,170.6,34.98602295,-44.35196686,-47.06274414
sub-05 LHip10,0.08878074146984781,-64.93860225,-44.137775,-9.431375511,LHip10,sub-05 LHip10,GM,L,Middle Temporal Gyrus (MTG),middletemporal,-39.1935463,-37.47927475,-35.42741394,-63.20323566,-20.68025428,-29.06671875,191.5,136.167,158.333,-45.45347214,-24.28231049,-22.09802055
sub-02 LaTh3,0.0885572317505413,-14.34023783,-4.011671894,7.175957565,LaTh3,sub-02 LaTh3,WM,L,Thalamus,Left-Thalamus-Proper,40.61262512,21.41983414,-15.83252525,-17.02125522,14.63633707,-56.12557983,143.833,132.5,128.667,41.53748322,25.75641823,-19.07427216
sub-08 Lenc7,0.08855443937652553,-47.51824523,11.4144229,-39.56041889,Lenc7,sub-08 Lenc7,GM,L,Middle Temporal Gyrus (MTG),middletemporal,-23.25167465,26.95931816,-63.39712524,-43.4473421,50.47949219,-34.43453998,169.667,160.667,99.5,-24.53517532,70.35528564,-47.27203369
sub-05 RaTh6,0.08844560642755593,26.82374165,12.43811261,14.56896014,RaTh6,sub-05 RaTh6,WM,R,Cerebral WM,Right-Cerebral-White-Matter,14.00031471,40.54055405,-18.76404762,25.62975905,15.98574632,0.10027951,102.667,107.0,121.667,16.53728485,42.4179306,-10.66771984
sub-06 RmCC6,0.08828390278937608,8.321973799,12.64357442,27.78058173,RmCC6,sub-06 RmCC6,WM,R,Cerebral WM,Right-Cerebral-White-Matter,-36.36782074,40.5112114,12.98518181,13.37416077,33.30459595,34.89147949,120.25,108.0,124.0,-39.48556137,36.46160507,21.0762825
sub-06 LmCC6,0.08794521270154883,-6.407806951,10.78066742,22.29884273,LmCC6,sub-06 LmCC6,GM,L,Caudal Anterior Cingulate Cortex,caudalanteriorcingulate,41.26524353,36.42451859,3.924991131,-0.375839233,33.30459595,30.89147949,134.0,112.0,124.0,48.40869522,36.40337372,13.81200314
sub-05 LpIN16,0.08766750674997854,-27.93388599,-38.01028923,24.47531767,LpIN16,sub-05 LpIN16,WM,L,Cerebral WM,Left-Cerebral-White-Matter,-23.56417274,-8.003903389,-5.246373653,-26.95323782,-26.84725386,-5.649720147,155.25,112.75,164.5,-24.41227341,-20.00245857,-2.624572754
sub-02 RpTh8,-0.08766146777178924,35.86513815,-29.277884,20.78542641,RpTh8,sub-02 RpTh8,WM,R,Cerebral WM,Right-Cerebral-White-Matter,24.64581871,-3.610776663,-3.826250553,29.31174476,-11.86366615,-44.45857983,97.5,120.833,155.167,24.97393227,-5.050896645,0.434649557
sub-03 LANT3,0.08660621405555959,-13.65645732,-6.563392914,4.103487122,LANT3,sub-03 LANT3,WM,L,Thalamus,Left-Thalamus-Proper,40.30666733,19.54930305,-19.81770134,-12.01732549,34.17048699,22.25250673,142.5,100.0,131.5,47.542099,24.95103645,-19.36729813
sub-08 LaTh12,0.08636060510977772,-43.13185606,16.40084969,10.78543194,LaTh12,sub-08 LaTh12,WM,L,Cerebral WM,Left-Cerebral-White-Matter,-20.27597427,51.76081085,-11.18598557,-38.7803421,32.97949219,10.73246002,165.0,115.5,117.0,-22.10673904,51.64729309,19.4291172
sub-06 RmCC7,0.08601711650605115,9.019731649,7.488477615,29.37994913,RmCC7,sub-06 RmCC7,WM,R,Cerebral WM,Right-Cerebral-White-Matter,-36.60387039,32.36397171,15.88578892,13.82416077,28.30459595,35.09147949,119.8,107.8,129.0,-37.97400284,26.16098785,28.34210968
sub-05 RpIN4,-0.08530757096447711,38.45217984,-16.57394237,2.237558899,RpIN4,sub-05 RpIN4,GM,R,Insula,insula,16.37152863,17.28922081,-20.29252434,34.11495854,-1.529253944,-18.80871936,94.1818,125.909,139.182,18.80363464,11.00266361,-18.54730606
sub-02 LMDT8,0.08521901530973834,-31.4928716,-13.9195946,15.17460407,LMDT8,sub-02 LMDT8,WM,L,Cerebral WM,Left-Cerebral-White-Matter,-17.26045609,13.34647942,-10.40712166,-33.18825523,3.303335733,-52.12557983,160.0,128.5,140.0,-24.15612411,13.73750782,-26.07104683
sub-08 RAMY7,0.0850236178725006,39.83697494,-6.959924311,-23.21829106,RAMY7,sub-08 RAMY7,WM,R,Cerebral WM,Right-Cerebral-White-Matter,-1.675658464,22.75512886,-57.06998825,36.2196579,24.97949219,-30.76753998,90.0,157.0,125.0,-3.917085171,38.09695435,-43.5242157
sub-05 LvPH5,0.08484613627170899,-22.75499199,-48.40548502,25.15316819,LvPH5,sub-05 LvPH5,WM,L,Cerebral WM,Left-Cerebral-White-Matter,30.46020126,-44.02191162,23.36388206,-22.70323807,-34.8472539,-8.899719954,151.0,116.0,172.5,36.69195175,-57.79368591,7.41704464
sub-02 CINS6,0.08483208510089135,-35.76858955,-17.702626,13.93407031,CINS6,sub-02 CINS6,GM,L,Insula,insula,-17.81236076,7.96107769,-10.50201702,-37.04525523,-0.267664688,-54.05457983,163.857,130.429,143.571,-24.91003227,3.870018005,-25.78024483
sub-06 LmCC15,-0.08466936871918855,-6.394107151,-35.66457658,37.62159053,LmCC15,sub-06 LmCC15,GM,L,Precuneus,precuneus,31.98554611,-30.86330986,27.89898872,-1.975839233,-11.89540405,33.89147949,135.6,109.0,169.2,39.32575226,-41.75902176,17.34363937
sub-05 LpTh2,0.08402010632245789,-8.403041989,-26.04934158,8.405232223,LpTh2,sub-05 LpTh2,WM,L,Thalamus,Left-Thalamus-Proper,34.86631775,-9.58855629,-15.47084713,-9.203238875,-11.84725396,-14.39971963,137.5,121.5,149.5,40.63962173,-5.880951881,-13.16050816
sub-06 LaIN9,0.0840193752391015,-29.33656385,23.50912172,34.08634683,LaIN9,sub-06 LaIN9,WM,L,Cerebral WM,Left-Cerebral-White-Matter,1.772231042,66.68914795,36.38097763,-19.97583923,41.80459595,45.09147949,153.6,97.8,115.5,5.416820049,68.58825684,50.06057739
sub-06 RAMY5,0.08395261391850367,35.85891185,-12.06266818,-18.86872247,RAMY5,sub-06 RAMY5,WM,R,Hippocampus,Right-Hippocampus,-4.707344055,18.01072502,-53.49863815,34.82416077,23.30459595,-11.50852051,98.8,154.4,134.0,-10.02744102,16.78753662,-49.79377365
sub-06 RsCC2,0.0835407768126259,3.884020799,28.07614967,-2.633486018,RsCC2,sub-06 RsCC2,GM,R,Rostral Anterior Cingulate Cortex,rostralanteriorcingulate,-35.83537292,62.64448547,-24.22429466,8.624160767,55.05459595,12.89147949,125.0,130.0,102.25,-38.41769409,71.80615997,-5.496842861
sub-06 RpTh4,0.08323828115998169,27.05913205,-28.51631608,4.070455232,RpTh4,sub-06 RpTh4,WM,R,Thalamus,Right-Thalamus-Proper,-17.57633209,-20.16672325,-29.95567513,27.12416077,2.804595947,4.891479492,106.5,138.0,154.5,-13.69705868,-8.439098358,-45.77482605
sub-08 RaTh9,0.08317150427004687,36.42714644,4.656021189,3.073487439,RaTh9,sub-08 RaTh9,WM,R,Cerebral WM,Right-Cerebral-White-Matter,14.44807243,35.93802643,-24.55252647,33.7196579,23.97949219,-2.767539978,92.5,129.0,126.0,19.35604286,41.99199295,0.682672381
sub-05 RMiC2,-0.08301410346414255,6.666623955,14.73294672,32.26060301,RMiC2,sub-05 RMiC2,GM,R,Caudal Anterior Cingulate Cortex,caudalanteriorcingulate,-34.61500168,43.44553757,19.83159447,8.153760091,11.22374651,14.67167864,120.143,92.4286,126.429,-37.01231384,32.58369827,34.04360962
sub-06 RAMY1,-0.08294624676682143,14.55062745,-6.573763185,-21.28003367,RAMY1,sub-06 RAMY1,WM,R,Hippocampus,Right-Hippocampus,-17.92834663,24.61833954,-47.26685715,15.62416077,29.10459595,-10.90852051,118.0,153.8,128.2,-4.694120884,22.70162773,-61.30382538
sub-05 LaTh11,0.08288010978907948,-46.87671463,31.98984303,11.30585682,LaTh11,sub-05 LaTh11,WM,L,Cerebral WM,Left-Cerebral-White-Matter,-21.84729004,70.90811157,-9.436471939,-41.37023696,30.31974633,9.100278974,169.667,98.0,107.333,-13.66242027,61.99382782,19.86343384
sub-08 RaTh3,0.08274894705040586,14.29862305,-1.600336479,2.253066628,RaTh3,sub-08 RaTh3,WM,R,Thalamus,Right-Thalamus-Proper,-37.41971588,25.38466835,-21.30992889,13.2196579,19.31249219,-6.100539978,113.0,132.333,130.667,-43.30718613,31.32229805,-0.681321859
sub-02 RaTh11,-0.08222260112716596,44.02769593,18.87253982,7.983160085,RaTh11,sub-02 RaTh11,GM,R,Inferior Frontal Gyrus (IFG),parsopercularis,21.20487022,51.48648453,-13.5900631,36.8117448,37.80333977,-47.62557983,90.0,124.0,105.5,23.93962288,60.67380142,0.460113049
sub-06 LRMD8,0.08136921173525914,-32.67082855,-12.02376178,-1.402278268,LRMD8,sub-06 LRMD8,WM,L,Cerebral WM,Left-Cerebral-White-Matter,-16.29556084,22.22257996,-23.88476944,-26.57583923,19.70459595,7.891479492,160.2,135.0,137.6,-12.69567013,21.13589096,-17.7851696
sub-03 LHIP7,0.0812007890201663,-46.73142402,-16.49758401,-7.881965978,LHIP7,sub-03 LHIP7,WM,L,Cerebral WM,Left-Cerebral-White-Matter,-22.16647339,16.96374512,-29.11303711,-44.31732357,26.17048794,11.85250797,174.8,110.4,139.5,-46.46165466,6.213234425,-36.95990372
sub-03 LIL1,0.08107833818480015,-40.80290817,-34.59959706,-1.702013583,LIL1,sub-03 LIL1,WM,L,Cerebral WM,Left-Cerebral-White-Matter,-40.06864166,-20.99059677,-27.15206528,-39.18432387,7.337490185,14.25250769,169.667,108.0,158.333,-46.8626442,-17.60178947,-34.18792725
sub-07 LRMD8,0.08086704075103854,-34.90087128,-14.00674623,-5.241891572,LRMD8,sub-07 LRMD8,GM,L,Insula,insula,-17.26596451,23.16519165,-27.54686165,-36.53949756,4.110198975,16.04959888,158.667,140.333,139.0,-15.70481491,18.62944221,-24.84869385
sub-05 LpIN11,-0.08081655624514561,-32.33221475,-27.02140154,11.54188819,LpIN11,sub-05 LpIN11,GM,L,Insula,insula,-20.87730408,-1.294034123,-10.24442959,-31.11993757,-14.18055395,-10.89971983,159.4167,118.0,151.8333,-19.10290527,-4.959163189,-5.17451334
sub-06 RAMY8,-0.08075123639367136,51.70486805,-15.34169908,-17.46154877,RAMY8,sub-06 RAMY8,GM,R,Middle Temporal Gyrus (MTG),middletemporal,40.71800995,2.692490339,-41.93822479,49.12416077,19.80459595,-12.10852051,84.5,155.0,137.5,39.78759003,10.55220318,-46.52436066
sub-07 RmCC15,-0.08073870013552971,9.316039579,-38.07218247,43.50706903,RmCC15,sub-07 RmCC15,GM,R,Paracentral Lobule,paracentral,-28.61133003,-28.5872364,36.96679688,2.927502441,-25.48980103,58.38259888,119.2,98.0,168.6,-36.29912186,-36.10642242,40.4139328
sub-03 LpTh9,-0.08061869097394253,-52.98928024,-18.17273778,-1.724530673,LpTh9,sub-03 LpTh9,GM,L,Superior Temporal Gyrus (STG),superiortemporal,-39.29248428,-3.016571999,-32.3804512,-49.91732323,23.80378822,17.31920732,180.4,104.9333,141.8667,-40.09054947,1.033743024,-20.79198647
sub-02 LACC4,-0.08052504801276769,-8.798528928,37.46268075,-9.213097425,LACC4,sub-02 LACC4,GM,L,Medial Orbitofrontal Cortex,medialorbitofrontal,33.67995834,79.48943329,-33.3511734,-11.68825519,58.30334227,-63.50057983,138.5,139.875,85.0,35.75918961,104.9446106,-26.79642296
sub-02 LMDT7,0.08020448026891733,-26.2236421,-13.87119611,12.91392507,LMDT7,sub-02 LMDT7,WM,L,Cerebral WM,Left-Cerebral-White-Matter,-16.28121567,15.92384624,-12.4426403,-28.18825523,3.803335787,-53.62557983,155.0,130.0,139.5,-24.15612411,13.73750782,-26.07104683
sub-05 LaTh10,0.0800491008915591,-42.32025749,28.33672331,11.29675148,LaTh10,sub-05 LaTh10,GM,L,Inferior Frontal Gyrus (IFG),parstriangularis,-21.89492035,69.59561157,-5.315942764,-37.3702372,27.65274632,7.600279063,165.667,99.5,110.0,-14.14567661,58.81119156,16.97828484
sub-07 RaTh5,-0.08004463912891858,22.98824252,3.368796991,8.910708652,RaTh5,sub-07 RaTh5,WM,R,Putamen,Right-Putamen,14.49343395,31.16987801,-19.29826546,14.79450244,19.77719897,33.88259888,107.333,122.5,123.333,10.42046738,38.52673721,-11.35157871
sub-02 LpTh11,-0.07989552662185745,-58.704099,-33.02710641,29.28937749,LpTh11,sub-02 LpTh11,GM,L,Supramarginal Gyrus,supramarginal,-39.04833984,-23.56501961,16.09192276,-58.85525524,-18.25266681,-45.06957983,185.667,121.444,161.556,-41.64232635,-36.00703049,3.84732461
sub-08 RAMY4,-0.07989409829000892,27.84047594,-7.078684311,-22.79559606,RAMY4,sub-08 RAMY4,WM,R,Hippocampus,Right-Hippocampus,1.591404498,12.37664223,-60.94254684,25.2196579,24.97949219,-30.26753998,101.0,156.5,125.0,-1.746939898,42.35029221,-52.69707489
sub-05 RpCN3,-0.0797839105281713,5.929646498,-11.50350117,36.39020378,RpCN3,sub-05 RpCN3,GM,R,Superior Frontal Gyrus,superiorfrontal,-34.58154678,7.238446712,26.39404106,6.296760201,-10.09725358,9.100278974,122.0,98.0,147.75,-36.38537216,-8.715387344,40.52755356
sub-02 LRCS4,0.07936063155387274,-19.19376513,-50.57808811,24.52984458,LRCS4,sub-02 LRCS4,WM,L,Cerebral WM,Left-Cerebral-White-Matter,26.82869911,-69.16281891,8.323949814,-21.68825525,-34.19666875,-48.62557983,148.5,125.0,177.5,37.72512436,-58.25181198,9.042396545
sub-02 RaTh12,-0.07926208985255928,48.92827993,21.39789482,8.285323586,RaTh12,sub-02 RaTh12,GM,R,Inferior Frontal Gyrus (IFG),parsopercularis,22.10095596,57.5989151,-14.35939121,41.3117448,40.30334006,-46.62557983,85.5,123.0,103.0,24.78488159,64.47322845,1.987319827
sub-05 LpTh6,0.07908769002538872,-25.97608619,-36.51545566,16.52568091,LpTh6,sub-05 LpTh6,WM,L,Cerebral WM,Left-Cerebral-White-Matter,-24.13589287,-9.25946331,-5.964875698,-25.5032379,-22.94725394,-10.89971983,153.8,118.0,160.6,-22.14700699,-15.19673443,-3.969398975
sub-05 RpCN4,-0.07886978142926634,7.048262198,-17.09635108,37.65801934,RpCN4,sub-05 RpCN4,GM,R,Paracentral Lobule,paracentral,-31.72420311,3.075270891,33.61611938,7.096760154,-14.74725359,8.100279033,121.2,99.0,152.4,-39.88016891,-12.89147186,19.76543617
sub-03 LANT7,0.0788532375840392,-33.67394137,-7.39177872,-0.672587539,LANT7,sub-03 LANT7,WM,L,Cerebral WM,Left-Cerebral-White-Matter,-14.07612324,29.46147537,-26.06723595,-31.18432435,34.17048699,18.91950713,161.667,103.333,131.5,-16.77892685,28.09589577,-21.49187469
sub-02 RAMY5,0.07873941570473457,38.59355888,-3.829739348,-21.11738181,RAMY5,sub-02 RAMY5,WM,R,Cerebral WM,Right-Cerebral-White-Matter,16.3133049,35.67805481,-45.2144928,33.47844479,20.30333768,-75.95857983,93.3333,152.333,123.0,-4.292406559,21.99734116,-52.34775925
sub-06 RAMY10,-0.07873061875707882,62.73335605,-17.02924108,-16.13639477,RAMY10,sub-06 RAMY10,WM,R,Middle Temporal Gyrus (MTG),ctx-rh-middletemporal,40.80737686,-9.033036232,-49.49367905,59.12416077,17.80459595,-12.10852051,74.5,155.0,139.5,39.79288864,0.945624832,-57.83040619
sub-08 Lenc8,0.07854991049394318,-49.4336515,8.561793577,-37.99106956,Lenc8,sub-08 Lenc8,GM,L,Middle Temporal Gyrus (MTG),middletemporal,-24.3367157,25.69275093,-63.70101929,-45.2803421,47.31249219,-34.43453998,171.5,160.667,102.667,-25.16173935,69.78044128,-46.89738846
sub-05 RAMY1,-0.07849613759098437,19.75801202,-13.70152483,-20.85137716,RAMY1,sub-05 RAMY1,WM,R,Hippocampus,Right-Hippocampus,0.785863638,3.281712294,-60.00695801,15.79675964,8.152745812,-32.89971852,112.5,140.0,129.5,-5.884449005,17.65094566,-55.45267868
sub-05 LpCN10,-0.07843906995878677,-6.225404198,-49.59440639,44.29392479,LpCN10,sub-05 LpCN10,GM,L,Precuneus,precuneus,28.83345604,-41.95277786,40.63647461,-6.503239036,-41.94725369,3.100279331,134.8,104.0,179.6,37.01937103,-55.21516418,26.04083252
sub-07 RHip8,0.07836613657690585,59.80866448,-50.90744042,-17.60627984,RHip8,sub-07 RHip8,GM,R,Inferior Temporal Gyrus (ITG),inferiortemporal,35.78908157,-40.81876755,-43.46007919,50.87750244,-26.51480103,4.882598877,71.25,151.5,169.625,45.67421722,-35.85776901,-42.81824875
sub-08 LPHC5,-0.07809716088925303,-32.30565106,-38.17930531,-7.031523061,LPHC5,sub-08 LPHC5,GM,L,Fusiform Gyrus,fusiform,10.3508997,-20.55182648,-39.20872879,-30.7803421,-8.020507813,-30.76753998,157.0,157.0,158.0,3.075634718,-14.95499134,-56.52432251
sub-05 RaTh7,0.07802080236664904,31.32424651,15.56923905,14.97108897,RaTh7,sub-05 RaTh7,WM,R,Cerebral WM,Right-Cerebral-White-Matter,14.00078773,43.63360596,-19.97859955,29.96345879,18.31974635,1.10027945,98.3333,106.0,119.333,18.87681198,48.15022659,-7.408455849
sub-06 LAMY4,0.0777459253495151,-33.41316395,-11.00340283,-20.14233302,LAMY4,sub-06 LAMY4,WM,L,Hippocampus,Left-Hippocampus,6.637644768,16.37355804,-54.67856598,-28.12583923,25.55459595,-7.608520508,161.75,150.5,131.75,7.265624523,24.14665413,-49.45691299
sub-02 RpTh6,0.07759868839333058,26.28752791,-28.05731269,15.16246615,RpTh6,sub-02 RpTh6,WM,R,Cerebral WM,Right-Cerebral-White-Matter,22.8205986,-1.182826161,-7.330189228,20.66874476,-9.839665895,-49.76857983,106.143,126.143,153.143,25.26200294,-5.16091156,-1.224664092
sub-08 Lcin11,-0.07715452688821083,-11.23790026,48.31516349,24.09636854,Lcin11,sub-08 Lcin11,GM,L,Superior Frontal Gyrus,superiorfrontal,29.87477875,93.2685318,10.71298218,-8.380342102,54.77949219,36.83246002,134.6,89.4,95.2,41.16976929,89.9303894,72.71877289
sub-08 RPHC7,0.07697218099112844,47.47864394,-42.12643231,-10.31792206,RPHC7,sub-08 RPHC7,WM,R,Cerebral WM,Right-Cerebral-White-Matter,26.20485687,-32.27956009,-54.250103,42.2196579,-12.02050781,-36.76753998,84.0,163.0,162.0,29.59808731,-16.27800369,-66.62548828
sub-05 RpTh5,0.07676855664710727,28.36697276,-29.90665345,19.35512004,RpTh5,sub-05 RpTh5,WM,R,Cerebral WM,Right-Cerebral-White-Matter,23.92711449,-2.957685471,-4.970534801,25.04675908,-17.72225384,-10.39971986,103.25,117.5,155.375,23.92565918,-8.029858589,-11.56755257
sub-02 RaTh3,0.07671643461545878,6.966463915,-1.39093614,5.381874079,RaTh3,sub-02 RaTh3,WM,R,Thalamus,Right-Thalamus-Proper,-39.44350052,23.74394417,-17.68857002,2.811744784,17.80333742,-55.62557983,124.0,132.0,125.5,-50.68874359,26.08916855,-17.13731575
sub-05 RMiC7,0.07654694316586826,13.64712849,42.28931979,42.80613326,RMiC7,sub-05 RMiC7,WM,R,Cerebral WM,Right-Cerebral-White-Matter,-19.32379913,83.0083847,32.93722916,16.62975959,28.65274676,30.60027769,111.667,76.5,109.0,-11.75928402,62.870327,57.6938858
sub-06 RPHG7,0.07636878299274134,49.29562699,-45.05289518,-6.571810294,RPHG7,sub-06 RPHG7,WM,R,Cerebral WM,Right-Cerebral-White-Matter,37.81590652,-42.71670151,-35.62718201,45.95746077,-9.362404053,-9.108520508,87.6667,152.0,166.667,35.75833511,-39.20494843,-53.53273773
sub-05 RPvH6,0.07633161755552309,26.1321725,-41.74682662,32.05032787,RPvH6,sub-05 RPvH6,WM,R,Cerebral WM,Right-Cerebral-White-Matter,12.15878582,-37.18891144,40.57629776,23.0467592,-31.09725376,-5.149720177,105.25,112.25,168.75,-38.06628036,-50.86781311,9.014697075
sub-05 LOFC5,0.07633151682245265,-27.67718969,30.53672576,-13.7548919,LOFC5,sub-05 LOFC5,GM,L,Lateral Orbitofrontal Cortex,lateralorbitofrontal,2.535097361,71.86231232,-47.1988945,-25.13223793,38.22414607,-10.32871987,153.429,117.429,99.4286,9.258217812,87.94522095,-1.665969729
sub-08 LAMY2,0.07631131058518284,-31.15587106,-3.677087311,-24.08786706,LAMY2,sub-08 LAMY2,WM,L,Amygdala,Left-Amygdala,3.138707399,25.01272583,-59.09079742,-28.7803421,29.97949219,-28.76753998,155.0,155.0,120.0,5.843410015,45.33707047,-38.82030106
sub-05 LOFC9,0.07619465106706522,-45.16960615,32.78529553,1.781334764,LOFC9,sub-05 LOFC9,GM,L,Inferior Frontal Gyrus (IFG),parstriangularis,-19.31399345,66.02702332,-18.36813164,-40.27423702,34.22374624,2.529279365,168.571,104.571,103.429,-12.57890892,64.01937103,18.53435516
sub-08 Lcin1,0.07617860970602126,-5.87591737,49.11785431,-28.85115231,Lcin1,sub-08 Lcin1,GM,L,Lateral Orbitofrontal Cortex,lateralorbitofrontal,23.18234634,90.18267059,-44.00674057,-3.947342102,78.31279219,-7.934539978,130.167,134.167,71.6667,33.69449615,115.9166031,4.976886511
sub-02 RAMY2,-0.07605960782138818,22.92316042,-3.715468658,-18.73018992,RAMY2,sub-02 RAMY2,WM,R,Amygdala,Right-Amygdala,-6.459246635,29.78364372,-54.66448975,18.81174479,19.80333764,-75.12557983,108.0,151.5,123.5,-12.6916399,28.52463341,-46.05497742
sub-06 RaIN13,-0.07569994121372355,16.95706267,26.42912529,49.50656673,RaIN13,sub-06 RaIN13,GM,R,Superior Frontal Gyrus,superiorfrontal,-11.44138718,64.1938324,46.34887314,22.99916077,39.67959595,55.51647949,110.625,87.375,117.625,-16.59905243,46.37398148,63.76960754
sub-06 RaTh9,0.07564622349939629,39.85354085,14.23728842,26.14155013,RaTh9,sub-06 RaTh9,WM,R,Cerebral WM,Right-Cerebral-White-Matter,25.46207428,49.88260269,9.607644081,42.02416077,34.70459595,31.69147949,91.6,111.2,122.6,33.35926819,49.67944336,22.22540283
